Lodwar,Month,Year
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
0,Jun,2021
,Jun,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0.01,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
1.6,Jul,2021
2.8,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0.01,Jul,2021
0,Jul,2021
0,Jul,2021
0,Jul,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Aug,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
15.1,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0.01,Sep,2021
24.1,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
0,Sep,2021
,Sep,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0.8,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Oct,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
0.01,Nov,2021
0,Nov,2021
0,Nov,2021
0,Nov,2021
,Nov,2021
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
5.7,Jan,2022
14,Jan,2022
27.3,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Jan,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0.01,Feb,2022
1.3,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
0,Feb,2022
,Feb,2022
,Feb,2022
,Feb,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0.01,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Mar,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
0,Apr,2022
1.9,Apr,2022
0,Apr,2022
0,Apr,2022
0.8,Apr,2022
0,Apr,2022
0,Apr,2022
4.8,Apr,2022
0,Apr,2022
0,Apr,2022
,Apr,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0,May,2022
0.01,May,2022
0,May,2022
0,May,2022
0,May,2022
14.1,May,2022
0.01,May,2022
0,May,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0.8,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0.01,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
0,Jun,2022
,Jun,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
,Jul,2022
,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
0,Jul,2022
6,Aug,2022
0.01,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0.01,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
0,Aug,2022
,Aug,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
18.4,Sep,2022
0.8,Sep,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
,Sep,2022
0,Sep,2022
0,Sep,2022
0,Sep,2022
12,Sep,2022
12,Sep,2022
12,Sep,2022
11.5,Sep,2022
10.5,Sep,2022
12.5,Sep,2022
12,Sep,2022
11,Sep,2022
12,Sep,2022
11.5,Sep,2022
,Sep,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Oct,2022
0,Nov,2022
,Nov,2022
,Nov,2022
,Nov,2022
,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0.01,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0,Nov,2022
0.6,Nov,2022
0,Nov,2022
0,Nov,2022
,Nov,2022
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Jan,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
0,Feb,2023
,Feb,2023
,Feb,2023
,Feb,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
1.5,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
8.1,Mar,2023
1.3,Mar,2023
0,Mar,2023
0.7,Mar,2023
9.6,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Mar,2023
0,Apr,2023
0,Apr,2023
44.6,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0.01,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
0,Apr,2023
21.6,Apr,2023
5.2,Apr,2023
3,Apr,2023
7.4,Apr,2023
38.4,Apr,2023
40,Apr,2023
0,Apr,2023
,Apr,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
4.1,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,May,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
0,Jun,2023
,Jun,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0,Jul,2023
0.01,Aug,2023
0.01,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Aug,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0.01,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
0,Sep,2023
,Sep,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
1,Oct,2023
0,Oct,2023
3.9,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
0,Oct,2023
18.9,Oct,2023
0.01,Oct,2023
25.5,Oct,2023
0,Oct,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0.01,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0.01,Nov,2023
0,Nov,2023
0,Nov,2023
0.01,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
0,Nov,2023
,Nov,2023
0.01,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
2,Jan,2024
0,Jan,2024
0.4,Jan,2024
0.2,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Jan,2024
0,Feb,2024
0,Feb,2024
0.01,Feb,2024
0.01,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0.01,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
4.3,Feb,2024
0.01,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0,Feb,2024
0.01,Feb,2024
8.6,Feb,2024
0,Feb,2024
5.7,Feb,2024
,Feb,2024
,Feb,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0.01,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
9.5,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Mar,2024
0,Apr,2024
0,Apr,2024
36.9,Apr,2024
9.6,Apr,2024
0,Apr,2024
0,Apr,2024
0.4,Apr,2024
28.5,Apr,2024
0,Apr,2024
0,Apr,2024
6.9,Apr,2024
0,Apr,2024
0,Apr,2024
0,Apr,2024
0,Apr,2024
0,Apr,2024
0,Apr,2024
0,Apr,2024
0,Apr,2024
77,Apr,2024
16.8,Apr,2024
0,Apr,2024
0,Apr,2024
0,Apr,2024
13.5,Apr,2024
21.5,Apr,2024
31.2,Apr,2024
2.9,Apr,2024
0,Apr,2024
0.01,Apr,2024
,Apr,2024
2.3,May,2024
5.2,May,2024
0,May,2024
0.6,May,2024
0.01,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0.01,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0,May,2024
0.01,May,2024
0,May,2024
0,May,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
0,Jun,2024
,Jun,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
1,Jul,2024
0,Jul,2024
0,Jul,2024
3.1,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
2.2,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0,Jul,2024
0.1,Jul,2024
6.5,Jul,2024
0,Jul,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
2,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
1.6,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0.01,Aug,2024
0,Aug,2024
5.3,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Aug,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
0,Sep,2024
1.6,Sep,2024
0,Sep,2024
,Sep,2024
0,Oct,2024
0.01,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0.01,Oct,2024
0,Oct,2024
6.7,Oct,2024
0,Oct,2024
0.01,Oct,2024
0.01,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Oct,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0.6,Nov,2024
0.1,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
1.4,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
0,Nov,2024
3,Nov,2024
0,Nov,2024
11.2,Nov,2024
33.6,Nov,2024
12.4,Nov,2024
0.5,Nov,2024
0.9,Nov,2024
0,Nov,2024
,Nov,2024
